"preusuel";"sexratio_prenom";"n"
"alizé";0;469
"alizea";0;536
"alizéa";0;150
"alizee";0;369
"alizée";0;12478
"alizia";0;111
"alizon";0;28
"aljia";0;35
"alkaly";1;39
"alkan";1;51
"alkis";1;21
"alla";0,268041237113402;97
"allaa";0;21
"allain";1;2985
"allal";1;166
"allan";1;17365
"allana";0;81
"allande";1;106
"allane";1;77
"allann";1;45
"allaoua";1;109
"allaoui";1;25
"allassane";1;45
"allegra";0;162
"allegria";0;24
"allel";1;74
"allen";1;243
"alli";1;38
"allia";0;229
"alliah";0;55
"alliance";0;30
"alliaume";1;33
"allicia";0;51
"allie";0;43
"alliette";0;224
"alline";0;24
"allison";0;5473
"allisone";0;28
"allissa";0;23
"allissia";0;106
"allisson";0;494
"allistair";1;40
"allister";1;46
"allix";0;28
"alliya";0;115
"alliyah";0;163
"allon";1;26
"allonzo";1;26
"ally";0,204819277108434;166
"allya";0;481
"allyah";0;273
"allyana";0;21
"allycia";0;161
"allyha";0;25
"allyre";1;53
"allyriane";0;40
"allyson";0;737
"allyssa";0;123
"allyssia";0;119
"allysson";0;81
"alma";0;2724
"almahdi";1;30
"almaide";0;55
"almamy";1;197
"almany";1;23
"almanzo";1;54
"almas";0,294117647058824;85
"almaz";0;30
"almedin";1;31
"almedina";0;31
"almerinda";0;39
"almila";0;33
"almin";1;29
"almina";0;158
"almir";1;163
"almira";0;103
"almire";0,916666666666667;324
"almonzo";1;21
"almudena";0;42
"almyre";1;55
"alna";0;23
"alodie";0;135
"aloe";0;31
"aloha";0;54
"alois";0,938993273022501;4311
"aloïs";0,960629921259842;1778
"aloise";0,822088724584104;2164
"aloïse";0;187
"aloisia";0;22
"alon";1;241
"alona";0;90
"alone";1;196
"alonso";1;335
"alonzo";1;773
"alou";1;75
"aloys";1;1156
"aloyse";0,945054945054945;2730
"aloysia";0;106
"alp";1;98
"alparslan";1;117
"alpaslan";1;110
"alpay";1;96
"alper";1;411
"alperen";1;499
"alpha";1;681
"alpha-oumar";1;42
"alphee";0,819277108433735;166
"alphena";0;27
"alphonsa";0;24
"alphonse";0,997480817232135;43268
"alphonsia";0;115
"alphonsina";0;22
"alphonsine";0;13360
"alphonso";1;189
"alric";1;354
"alrick";1;308
"alrik";1;93
"alsace";0;122
"alseny";1;52
"altair";1;22
"altaïr";1;40
"altan";1;143
"altay";1;50
"altea";0;57
"althea";0;280
"althéa";0;75
"altin";1;50
"altina";0;33
"altino";1;28
"aluna";0;20
"alva";0;56
"alvana";0;45
"alvar";1;20
"alvaro";1;614
"alveen";1;21
"alvin";1;1749
"alvina";0;709
"alvine";0,366366366366366;333
"alvinn";1;21
"alvino";1;26
"alvira";0;31
"alvy";1;28
"alvyn";1;307
"alvyne";1;23
"alwen";0;48
"alwena";0;1055
"alwéna";0;28
"alwenn";0;38
"alwenna";0;210
"alwin";1;278
"alwine";0;109
"alwyn";1;45
"aly";0,959893048128342;748
"alya";0;4760
"alyaa";0;33
"alyaah";0;24
"alyah";0;1029
"alyan";1;52
"alyana";0;247
"alyanna";0;53
"alyce";0;119
"alycia";0;5184
"alyette";0;326
"alyha";0;64
"alyia";0;78
"alyiah";0;24
"alyma";0;28
"alyna";0;183
"alyne";0;164
"alyona";0;76
"alyosha";1;30
"alyre";1;91
"alys";0;316
"alysa";0;30
"alyse";0;56
"alysea";0;66
"alysee";0;352
"alysée";0;93
"alysha";0;113
"alysia";0;75
"alyson";0;2823
"alysone";0;98
"alyss";0;25
"alyssa";0;9814
"alyssandre";0;36
"alysse";0;170
"alyssia";0;3796
"alysson";0;1303
"alyssone";0;65
"alyx";0,432;125
"alyxia";0;50
"alyze";0;47
"alyzé";0;27
"alyzea";0;81
"alyzéa";0;34
"alyzee";0;442
"alyzée";0;171
"alzina";0;61
"alzira";0;118
"alzire";0,290598290598291;117
"ama";0;69
"amaan";1;22
"amabile";0;66
"amable";0,910290237467018;379
"amad";1;37
"amada";1;21
"amadea";0;25
"amadeo";1;272
"amadéo";1;29
"amadeu";1;52
"amadeus";1;61
"amadi";1;64
"amadis";1;39
"amado";1;45
"amador";1;158
"amadou";1;2579
"amadou-tidiane";1;28
"amady";1;71
"amae";0;21
"amael";0,959749552772809;1118
"amaël";1;542
"amaelle";0;390
"amaëlle";0;117
"amaelys";0;22
"amaia";0;1015
"amaïa";0;218
"amaiur";1;46
"amal";0,0330052113491604;3454
"amale";0;638
"amalia";0;2753
"amalie";0;188
"amalio";1;31
"amaliya";0;46
"amalle";0;76
"amalric";1;121
"amalya";0;483
"amalyah";0;23
"amalys";0;23
"aman";0,828193832599119;227
"amana";0;165
"amanallah";0;20
"amance";0,1375;240
"amancio";1;29
"amand";1;3580
"amanda";0;6415
"amande";0;297
"amandin";1;42
"amandina";0;29
"amandine";0;95422
"amandio";1;124
"amando";1;23
"amandyne";0;121
"amane";0,354477611940299;268
"amani";0,0936093609360936;1111
"amanie";0;90
"amans";1;170
"amant";1;47
"amante";0;117
"amanthe";0;89
"amantine";0;37
"amany";0,115606936416185;173
"amapola";0;60
"amar";1;6296
"amara";0,623005877413938;1191
"amarande";0;129
"amarante";0;53
"amaranthe";0;29
"amari";1;23
"amaria";0;471
"amarilys";0;29
"amarin";1;23
"amarine";0;112
"amaris";0;22
"amaro";1;46
"amaru";1;49
"amary";1;28
"amaryllis";0;276
"amatallah";0;25
"amateur";1;26
"amath";1;55
"amatoullah";0;78
"amatullah";0;40
"amauri";1;41
"amaurie";0;24
"amaurine";0;22
"amaury";1;17978
"amauryne";0;35
"amaya";0;1300
"amayas";1;219
"amayel";0;33
"amayelle";0;38
"amayes";1;80
"amazigh";1;76
"amazir";1;60
"amazone";0;27
"ambeline";0;31
"amber";0;332
"ambra";0;90
"ambre";0,000876175140306424;42229
"ambre-marie";0;21
"ambreen";0;33
"ambrine";0;2413
"ambroise";0,97343902099847;7191
"ambroisine";0;1823
"ambrose";1;20
"ambrosia";0;40
"ambrosio";1;31
"ambryne";0;49
"amdjad";1;48
"amdjed";1;22
"amdy";1;36
"ame";1;78
"amé";1;31
"amed";1;337
"amede";1;1353
"amedea";0;71
"amedee";0,925140735417415;8349
"amédée";1;163
"amedeo";1;176
"amedi";1;41
"amedine";0;154
"amedy";1;65
"ameen";1;21
"ameena";0;22
"ameer";1;22
"amel";0,0108638970971667;11506
"amela";0;136
"amele";0;447
"amèle";0;42
"ameli";0;22
"amelia";0;1034
"amélia";0;10167
"ameliane";0;52
"amelie";0;639
"amélie";0,00121981221042273;97556
"amélie-anne";0;20
"amelien";1;269
"amélien";1;64
"amelin";1;26
"amelina";0;548
"amélina";0;40
"ameline";0;2207
"améline";0;156
"amelio";1;67
"amelius";1;110
"amell";0;23
"amelle";0;1483
"amellia";0;31
"amely";0;343
"amély";0;77
"amelya";0;420
"amélya";0;294
"amelyne";0;166
"amelys";0;176
"amélys";0;36
"amen";0,714285714285714;105
"amen-allah";1;33
"amena";0;87
"amenallah";1;26
"amenan";0;20
"amenata";0;22
"amendine";0;26
"ameni";0;131
"amenie";0;40
"amenis";0;43
"amer";1;117
"america";0;48
"americo";1;276
"amerigo";1;27
"amerouche";1;24
"ameth";1;23
"amethys";0;32
"amethyste";0;80
"améthyste";0;34
"amets";1;27
"ameur";1;208
"ameziane";1;78
"ami";0;206
"amica";0;20
"amicie";0;579
"amid";1;104
"amida";0,25;84
"amide";1;25
"amidou";1;110
"amie";0;61
"amiel";1;149
"amil";1;52
"amila";0;48
"amilcar";1;206
"amilia";0;47
"amin";1;3316
"amîn";1;38
"amina";0;11913
"aminah";0;91
"aminat";0;75
"aminata";0;6805
"aminatou";0;130
"amine";0,991664038210247;22193
"aminé";0;23
"amine-mohamed";1;22
"amineta";0;20
"aminta";0;41
"aminthe";0;142
"amir";1;10063
"amîr";1;21
"amira";0;6508
"amirah";0;46
"amirdine";1;26
"amire";1;75
"amirkhan";1;26
"amirouche";1;131
"amit";1;44
"amita";0;23
"amjad";1;797
"amjed";1;191
"amma";0;31
"ammar";1;492
"ammara";0;57
"ammaria";0;50
"ammel";0;26
"amna";0;438
"amnay";1;28
"amode";1;89
"amokrane";1;62
"amon";1;73
"amor";1;457
"amori";1;42
"amorine";0;20
"amoro";1;27
"amory";1;515
"amos";1;304
"amour";0,644179894179894;756
"amparo";0;428
"amr";1;126
"amra";0;160
"amram";1;29
"amran";1;70
"amrane";1;124
"amre";1;28
"amri";1;44
"amrine";0;27
"amrita";0;64
"amro";1;40
"amsatou";0;27
"amy";0;3036
"amyas";1;31
"amyn";1;101
"amyna";0;67
"amynata";0;44
"amyne";1;89
"amyr";1;87
"amyra";0;75
"amza";1;161
"an";0,588235294117647;102
"ana";0;9987
"ana-bela";0;155
"ana-bella";0;22
"ana-christina";0;32
"ana-clara";0;34
"ana-cristina";0;103
"ana-isabel";0;47
"ana-lou";0;51
"ana-lucia";0;63
"ana-luisa";0;25
"ana-maria";0;716
"ana-marie";0;23
"ana-paola";0;35
"ana-paula";0;126
"ana-rosa";0;22
"ana-rose";0;42
"ana-sofia";0;54
"anabel";0;613
"anabela";0;794
"anabele";0;37
"anabella";0;325
"anabelle";0;2489
"anaclet";1;200
"anacleto";1;20
"anae";0;3126
"anaé";0;3190
"anaë";0;828
"anaee";0;93
"anaée";0;102
"anael";0,578098180569859;2913
"anaël";0,619360902255639;1064
"anaele";0;408
"anaële";0;114
"anaell";0;26
"anaelle";0;17798
"anaëlle";0;5261
"anah";0;67
"anahe";0;64
"anahé";0;91
"anahi";0;146
"anahid";0;105
"anahide";0;92
"anahit";0;105
"anahita";0;182
"anahy";0;27
"anaia";0;139
"anaïa";0;156
"anaick";0,195020746887967;241
"anaïck";0;58
"anaid";0;40
"anaide";0;90
"anaïde";0;24
"anaig";0;154
"anaïg";0;56
"anaik";0;148
"anaïk";0;26
"anaika";0;42
"anaïka";0;20
"anais";0;3574
"anaïs";0;128546
"anaisa";0;33
"anaise";0;968
"anaïse";0;47
"anaissa";0;40
"anaïssa";0;21
"anaisse";0;35
"anaita";0;32
"anaiz";0;25
"anakim";1;25
"anakin";1;372
"anakine";1;50
"anakyn";1;47
"analia";0;203
"analie";0;109
"analine";0;24
"analou";0;25
"analy";0;21
"analya";0;94
"anam";0;35
"anamaria";0;45
"anand";1;74
"ananda";0,250996015936255;251
"anandi";0;22
"anane";0;26
"ananya";0;40
"anar";1;21
"anas";1;7590
"anase";1;23
"anass";1;1941
"anasse";1;342
"anastacia";0;173
"anastase";0,918367346938776;588
"anastasia";0;6615
"anastasie";0,0137292464878672;3132
"anastasija";0;49
"anastasio";1;33
"anastasiya";0;27
"anastassia";0;277
"anastasya";0;79
"anastazia";0;84
"anastazja";0;21
"anasthase";1;159
"anasthasia";0;400
"anasthasie";0;497
"anatalie";0;35
"anath";0;32
"anathalie";0;117
"anathilde";0;27
"anatol";1;65
"anatole";0,985050029429076;8495
"anatoli";1;20
"anatolie";0;238
"anatoline";0;107
"anaya";0;726
"anayah";0;69
"anays";0;166
"anca";0;23
"ancel";1;22
"ancelin";1;399
"anceline";0;68
"ancolie";0;27
"anda";0;20
"andde";1;56
"anddy";1;69
"andeol";1;186
"andéol";1;71
"ander";1;98
"anders";1;81
"anderson";1;874
"andgel";0,824372759856631;279
"andgelina";0;109
"andgelo";1;27
"andgie";0;27
"andgy";1;30
"andhree";0;21
"andi";1;155
"andie";0;156
"andjali";0;27
"andjaly";0;31
"andjela";0;78
"andjelina";0;38
"andji";1;37
"andjouza";0;21
"andjy";1;63
"ando";0,681818181818182;88
"andoche";0,640102827763496;389
"andoni";1;620
"andony";1;44
"andora";0;22
"andra";0;118
"andrada";0;33
"andranik";1;36
"andre";1;230
"andré";0,999090646286665;712594
"andré-claude";1;27
"andré-françois";1;25
"andré-jean";1;53
"andré-louis";1;40
"andré-luc";1;27
"andré-marc";1;26
"andré-marie";1;115
"andré-michel";1;38
"andré-paul";1;24
"andré-philippe";1;28
"andré-pierre";1;170
"andré-yves";1;21
"andrea";0,660709726831759;3917
"andréa";0,108845077378992;48592
"andrean";1;20
"andreana";0;42
"andreane";0;234
"andréane";0;55
"andreanne";0;198
"andréanne";0;26
"andreas";0,983556012332991;2919
"andréas";1;710
"andrée";0,000575024461726094;215643
"andrée-anne";0;45
"andrée-marie";0;26
"andreea";0;196
"andrei";1;547
"andreï";1;59
"andreia";0;644
"andreina";0;75
"andrej";1;42
"andreja";1;22
"andreline";0;106
"andrena";0;33
"andreo";1;32
"andres";1;747
"andrés";1;71
"andrès";1;103
"andrese";0;33
"andresia";0;20
"andresine";0;90
"andressa";0;36
"andrette";0;66
"andreus";1;25
"andrew";1;3351
"andrews";1;50
"andrey";0,467289719626168;107
"andreze";0;39
"andria";0,887005649717514;354
"andrian";1;33
"andriana";0;75
"andriano";1;35
"andric";1;51
"andrick";1;40
"andrien";1;30
"andrienne";0;23
"andrija";1;47
"andrijana";0;32
"andrina";0;39
"andrine";0;65
"andris";1;23
"andro";1;46
"androu";1;23
"andry";1;289
"andrzej";1;29
"andy";0,986192291401948;11805
"ane";0;21
"anea";0;65
"anéa";0;23
"anefel";0;23
"anel";0,803921568627451;102
"anela";0;56
"anelia";0;151
"anélia";0;79
"anelie";0;87
"aneline";0;51
"anelise";0;120
"anelka";1;23
"anella";0;66
"anelle";0;26
"anelor";1;27
"anelya";0;56
"anélya";0;74
"anelyne";0;34
"anelyse";0;142
"anemone";0;174
"anémone";0;51
"anes";1;1081
"anès";1;129
"anesa";0;39
"anesie";0;56
"aness";1;309
"anessa";0;111
"anesse";1;31
"aneta";0;33
"anette";0;352
"anfal";0;178
"anfale";0;30
"anfane";1;27
"anfel";0;293
"ange";0,878508380442329;20166
"ange-baptiste";1;24
"ange-emmanuel";1;29
"ange-françois";1;67
"ange-gabriel";1;21
"ange-line";0;83
"ange-louis";1;25
"ange-lyne";0;25
"ange-marie";0,537828947368421;608
"ange-mathieu";1;30
"ange-michel";1;31
"ange-paul";1;20
"ange-pierre";1;43
"ange-toussaint";1;30
"angebert";1;84
"angel";0,906068356196233;8602
"angela";0;8584
"angéla";0;423
"angèla";0;42
"angelbert";1;71
"angele";0;432
"angèle";0,00333672661463635;70728
"angeles";0;186
"angeli";0,596899224806202;129
"angelia";0;187
"angélia";0;21
"angelica";0;1329
"angélica";0;126
"angelie";0;275
"angélie";0;45
"angelien";1;22
"angelika";0;329
"angélika";0;37
"angelin";1;668
"angelina";0;19221
"angélina";0;1988
"angèlina";0;21
"angeline";0;13175
"angéline";0;1402
"angelines";0;26
"angelino";1;308
"angeliqua";0;120
"angelique";0;76589
"angélique";0;15357
"angèlique";0;84
"angelis";1;22
"angelita";0;269
"angelito";1;96
"angella";0;279
"angelle";0;233
"angellina";0;38
"angello";1;89
"angelo";1;12071
"angélo";1;352
"angely";0,672932330827068;266
"angelyna";0;134
"angélyna";0;22
"angelyne";0;174
"angélyne";0;35
"angelys";0;35
"anges";0,567796610169492;118
"anggun";0;43
"angharad";0;20
"anghjula";0;30
"anghjulina";0;91
"anghjulu";1;48
"angi";1;28
"angie";0,0370508982035928;2672
"angiolina";0;64
"anguelina";0;20
"angueran";1;28
"angus";1;306
"angy";0,541133455210238;547
"anh";0,587765957446808;376
"anh-thu";0;29
"anh-tuan";1;45
"ani";0;238
"ania";0;1255
"anibal";1;109
"anic";0;268
"anica";0;135
"anice";0,791946308724832;298
"anicee";0;151
"anicée";0;66
"anicet";0,919496855345912;2385
"aniceto";1;27
"anicette";0;777
"anicha";0;39
"anicia";0;258
"anick";0,0127118644067797;2832
"anida";0;34
"anie";0;679
"aniece";0;21
"aniel";1;144
"aniela";0;509
"aniele";0;37
"aniella";0;40
"anielle";0;114
"aniello";1;36
"anifa";0;124
"anik";0,0902777777777778;432
"anika";0;181
"anil";1;432
"anila";0;74
"anilson";1;24
"anima";0;31
"anina";0;36
"anique";0;113
"anir";1;364
"anis";0,993045429052159;8915
"anisa";0;428
"anise";0,126262626262626;396
"anish";1;59
"anisha";0;75
"anisia";0;30
"aniss";1;911
"anissa";0;18363
"anissah";0;48
"anisse";1;692
"anissia";0;227
"anissya";0;28
"anita";0;29365
"anite";0;143
"anitha";0;102
"anitta";0;21
"aniya";0;57
"anja";0;292
"anjali";0;416
"anjalie";0;65
"anjaly";0;63
"anjana";0;57
"anjara";0,473684210526316;57
"anjel";1;29
"anjela";0;66
"anjelina";0;28
"anju";0;29
"anka";0;46
"anke";0;21
"anli";1;22
"anlia";0;21
"ann";0;588
"ann-ael";0;24
"ann-charlotte";0;31
"ann-gaelle";0;32
"ann-laure";0;52
"ann-lise";0;22
"ann-sophie";0;92
"anna";0;109457
"anna-bella";0;79
"anna-belle";0;46
"anna-carla";0;26
"anna-caroline";0;20
"anna-christina";0;70
"anna-christine";0;25
"anna-clara";0;37
"anna-dea";0;51
"anna-gaelle";0;39
"anna-isabelle";0;23
"anna-léa";0;34
"anna-léna";0;32
"anna-lesia";0;29
"anna-lia";0;25
"anna-line";0;31
"anna-lisa";0;96
"anna-livia";0;95
"anna-lou";0;164
"anna-louisa";0;26
"anna-louise";0;70
"anna-lucia";0;53
"anna-maria";0;1398
"anna-marie";0;255
"anna-may";0;32
"anna-paola";0;54
"anna-paula";0;64
"anna-rita";0;35
"anna-rosa";0;35
"anna-rose";0;255
"anna-sofia";0;22
"anna-sophia";0;25
"anna-victoria";0;29
"annabel";0;2330
"annabela";0;35
"annabele";0;29
"annabella";0;687
"annabelle";0;18175
"annae";0;111
"annaé";0;120
"annaë";0;62
"annael";0,0985074626865672;335
"annaël";0;76
"annaele";0;46
"annaelle";0;4065
"annaëlle";0;1137
"annah";0;393
"annaic";0;28
"annaick";0;959
"annaïck";0;165
"annaig";0;863
"annaïg";0;209
"annaik";0;299
"annaïk";0;54
"annais";0;254
"annaïs";0;42
"annalia";0;64
"annalie";0;30
"annaline";0;20
"annalisa";0;88
"annalya";0;26
"annalyne";0;41
"annamaria";0;28
"annas";1;54
"annastasia";0;47
"annaya";0;50
"anne";0,000911631930661221;365279
"anne-ael";0;28
"anne-alexandra";0;28
"anne-alice";0;30
"anne-amélie";0;29
"anne-astrid";0;41
"anne-audrey";0;67
"anne-aurélie";0;53
"anne-aurore";0;65
"anne-aymone";0;91
"anne-béatrice";0;119
"anne-benedicte";0;122
"anne-bénédicte";0;40
"anne-berangere";0;32
"anne-berengere";0;39
"anne-blanche";0;25
"anne-blandine";0;30
"anne-brigitte";0;49
"anne-camille";0;199
"anne-capucine";0;32
"anne-carine";0;28
"anne-carole";0;246
"anne-caroline";0;700
"anne-catherine";0;1961
"anne-cécile";0;4271
"anne-céline";0;548
"anne-chantal";0;134
"anne-charline";0;29
"anne-charlotte";0;4155
"anne-chloé";0;75
"anne-christel";0;47
"anne-christelle";0;155
"anne-christine";0;1117
"anne-claire";0;6103
"anne-clarisse";0;30
"anne-claude";0;827
"anne-clémence";0;164
"anne-clothilde";0;29
"anne-clotilde";0;88
"anne-colette";0;32
"anne-colombe";0;27
"anne-constance";0;95
"anne-coralie";0;27
"anne-dauphine";0;30
"anne-delphine";0;24
"anne-dominique";0;192
"anne-dorothee";0;26
"anne-eleonore";0;31
"anne-elisabeth";0;659
"anne-elise";0;229
"anne-elizabeth";0;49
"anne-elodie";0;81
"anne-emilie";0;97
"anne-emmanuelle";0;556
"anne-estelle";0;67
"anne-esther";0;34
"anne-eva";0;55
"anne-fleur";0;305
"anne-flore";0;769
"anne-florence";0;237
"anne-france";0;978
"anne-françoise";0;1827
"anne-frédérique";0;227
"anne-gabrielle";0;174
"anne-gael";0;136
"anne-gaël";0;55
"anne-gaele";0;32
"anne-gaelle";0;2305
"anne-gaëlle";0;657
"anne-geneviève";0;80
"anne-hélène";0;805
"anne-héloïse";0;33
"anne-isabelle";0;450
"anne-jeanne";0;20
"anne-joëlle";0;58
"anne-josé";0;36
"anne-josee";0;30
"anne-josephe";0;22
"anne-julie";0;429
"anne-juliette";0;75
"anne-justine";0;23
"anne-karine";0;123
"anne-katell";0;30
"anne-kelly";0;34
"anne-laetitia";0;23
"anne-laure";0;20401
"anne-laurence";0;355
"anne-laurie";0;46
"anne-léa";0;36
"anne-line";0;269
"anne-lise";0;8108
"anne-lore";0;59
"anne-lorraine";0;86
"anne-lou";0;135
"anne-louise";0;512
"anne-luce";0;40
"anne-lucie";0;236
"anne-lucile";0;33
"anne-lydie";0;23
"anne-lyne";0;52
"anne-lys";0;48
"anne-lyse";0;738
"anne-madeleine";0;38
"anne-maelle";0;55
"anne-marguerite";0;72
"anne-maria";0;63
"anne-marie";0;99860
"anne-marine";0;53
"anne-martine";0;37
"anne-mary";0;61
"anne-mathilde";0;53
"anne-maud";0;59
"anne-michèle";0;108
"anne-michelle";0;33
"anne-monique";0;41
"anne-muriel";0;20
"anne-noëlle";0;70
"anne-olivia";0;34
"anne-pascale";0;216
"anne-patricia";0;20
"anne-paule";0;106
"anne-pauline";0;108
"anne-perrine";0;34
"anne-philippe";0;30
"anne-pierre";0;77
"anne-priscille";0;21
"anne-rachel";0;37
"anne-raphaelle";0;30
"anne-renée";0;36
"anne-rose";0;242
"anne-sabine";0;27
"anne-sandrine";0;53
"anne-sara";0;26
"anne-sarah";0;226
"anne-ségolène";0;41
"anne-severine";0;44
"anne-sixtine";0;57
"anne-soazig";0;21
"anne-soizic";0;36
"anne-solange";0;32
"anne-solène";0;275
"anne-solenn";0;49
"anne-solenne";0;56
"anne-soline";0;26
"anne-sophie";0;32362
"anne-stéphanie";0;57
"anne-sylvie";0;304
"anne-thais";0;20
"anne-thérèse";0;298
"anne-tiphaine";0;23
"anne-valérie";0;684
"anne-véronique";0;157
"anne-victoire";0;168
"anne-victoria";0;41
"anne-violaine";0;57
"anne-virginie";0;106
"anne-yvonne";0;285
"anne-zoé";0;33
"annea";0;34
"annecie";0;31
"annecy";0;304
"annelaure";0;37
"anneli";0;25
"annelie";0;95
"annelies";0;21
"anneliese";0;727
"anneline";0;134
"annelise";0;1594
"annella";0;24
"annelle";0;28
"annelore";0;93
"annelyne";0;42
"annelyse";0;649
"annemarie";0;229
"annet";1;499
"annetta";0;25
"annette";0;33503
"anni";0;151
"annia";0;109
"annibal";1;124
"annic";0;1143
"annicette";0;82
"annicia";0;27
"annick";0,00116226071103008;131640
"annicka";0;23
"annicke";0;63
"annie";0;210130
"annie-christine";0;39
"annie-claire";0;157
"annie-claude";0;1372
"annie-flore";0;58
"annie-france";0;605
"annie-françoise";0;59
"annie-laure";0;139
"annie-marie";0;206
"annie-paule";0;57
"annie-pierre";0;49
"annie-rose";0;97
"annie-thérèse";0;36
"anniella";0;23
"annielle";0;31
"annik";0;2656
"annika";0;108
"annily";0;21
"annina";0;53
"annine";0;33
"annique";0;152
"annis";1;90
"annisa";0;28
"annise";0;74
"annissa";0;311
"annita";0;1626
"annlyse";0;24
"annoncia";0;249
"annonciade";0;1458
"annonciat";0,247191011235955;89
"annonciata";0;25
"annonciate";0;49
"annonciation";0;113
"annoncy";1;28
"annouchka";0;66
"annouck";0;131
"annouk";0;122
"annunciata";0;50
"annunziata";0;131
"annunziato";1;40
"annwen";0;30
"annwenn";0;152
"anny";0;9228
"anny-claude";0;80
"anny-france";0;27
"annya";0;34
"annyck";0;95
"annyssa";0;28
"annyvonne";0;122
"anoa";0;39
"anoir";1;138
"anojan";1;30
"anoki";1;41
"anonyme";0,61598440545809;513
"anouar";1;1804
"anouch";0;92
"anoucha";0;22
"anouche";0;62
"anouchka";0;1482
"anouck";0;2701
"anouk";0,00405131667792032;8886
"anousack";1;22
"anousha";0;29
"anoushka";0;110
"anousith";1;21
"anouska";0;23
"anousone";0,746835443037975;79
"anri";1;28
"ansam";0;23
"ansar";1;61
"ansbert";1;49
"anselm";1;35
